6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.9, 3.1, 5.4, 2.1, 0, 0, 1
